Library,Symbol,Value,Description,Footprint,Datasheet
Interface_CAN_LIN,CA-IF1042LVS,CA-IF1042LVS,"High-Speed CAN Transceiver up to 5 Mbps, separate VIO, standby mode, ±30V bus common mode voltage, 5V supply, SOIC-8",Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,https://datasheet.lcsc.com/lcsc/2401191740_Chipanalog-CA-IF1042LS-Q1_C20598901.pdf
Reference_Voltage,MAX6070BAUT25V+T,MAX6070BAUT25V+T,"Low-Noise, High-Precision Series Voltage Reference, 2.5V, ±0.08% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Reference_Voltage,MAX6070AAUT33V+T,MAX6070AAUT33V+T,"Low-Noise, High-Precision Series Voltage Reference, 3.3V, ±0.04% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Reference_Voltage,MAX6070AAUT41+T,MAX6070AAUT41+T,"Low-Noise, High-Precision Series Voltage Reference, 4.096V, ±0.04% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Reference_Voltage,MAX6070AAUT50+T,MAX6070AAUT50+T,"Low-Noise, High-Precision Series Voltage Reference, 5V, ±0.04% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Reference_Voltage,MAX6070AAUT50V+T,MAX6070AAUT50V+T,"Low-Noise, High-Precision Series Voltage Reference, 5V, ±0.04% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Reference_Voltage,MAX6070BAUT12+T,MAX6070BAUT12+T,"Low-Noise, High-Precision Series Voltage Reference, 1.25V, ±0.08% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Reference_Voltage,MAX6070BAUT12V+T,MAX6070BAUT12V+T,"Low-Noise, High-Precision Series Voltage Reference, 1.25V, ±0.08% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Reference_Voltage,MAX6070BAUT18+T,MAX6070BAUT18+T,"Low-Noise, High-Precision Series Voltage Reference, 1.8V, ±0.08% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Reference_Voltage,MAX6070BAUT21+T,MAX6070BAUT21+T,"Low-Noise, High-Precision Series Voltage Reference, 2.048V, ±0.08% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Reference_Voltage,MAX6070BAUT21V+T,MAX6070BAUT21V+T,"Low-Noise, High-Precision Series Voltage Reference, 2.048V, ±0.08% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Reference_Voltage,MAX6070BAUT25+T,MAX6070BAUT25+T,"Low-Noise, High-Precision Series Voltage Reference, 2.5V, ±0.08% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Reference_Voltage,MAX6070BAUT30+T,MAX6070BAUT30+T,"Low-Noise, High-Precision Series Voltage Reference, 3V, ±0.08% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Interface_CAN_LIN,TCAN4551RGYRQ1,TCAN4551RGYRQ1,"CAN-FD controller with integrated transceiver, 5Mbps, 3.3V to 5V supply, SPI interface, VQFN-20",Package_DFN_QFN:Texas_RGY_R-PVQFN-N20_EP2.05x3.05mm,https://www.ti.com/lit/ds/symlink/tcan4551-q1.pdf
Reference_Voltage,MAX6070BAUT33+T,MAX6070BAUT33+T,"Low-Noise, High-Precision Series Voltage Reference, 3.3V, ±0.08% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Reference_Voltage,MAX6070BAUT33V+T,MAX6070BAUT33V+T,"Low-Noise, High-Precision Series Voltage Reference, 3.3V, ±0.08% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Reference_Voltage,MAX6070BAUT41+T,MAX6070BAUT41+T,"Low-Noise, High-Precision Series Voltage Reference, 4.096V, ±0.08% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Reference_Voltage,MAX6070BAUT41V+T,MAX6070BAUT41V+T,"Low-Noise, High-Precision Series Voltage Reference, 4.096V, ±0.08% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Reference_Voltage,MAX6070BAUT50+T,MAX6070BAUT50+T,"Low-Noise, High-Precision Series Voltage Reference, 5V, ±0.08% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Reference_Voltage,MAX6070BAUT50V+T,MAX6070BAUT50V+T,"Low-Noise, High-Precision Series Voltage Reference, 5V, ±0.08% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Reference_Voltage,MAX6070DAUT12V+T,MAX6070DAUT12V+T,"Low-Noise, High-Precision Series Voltage Reference, 1.25V, ±0.2% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Reference_Voltage,MAX6070DAUT25V+T,MAX6070DAUT25V+T,"Low-Noise, High-Precision Series Voltage Reference, 2.5V, ±0.2% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Reference_Voltage,MAX6070DAUT30V+T,MAX6070DAUT30V+T,"Low-Noise, High-Precision Series Voltage Reference, 3V, ±0.2% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Reference_Voltage,MAX6070DAUT41V+T,MAX6070DAUT41V+T,"Low-Noise, High-Precision Series Voltage Reference, 4.096V, ±0.2% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Reference_Voltage,MAX6070AAUT33+T,MAX6070AAUT33+T,"Low-Noise, High-Precision Series Voltage Reference, 3.3V, ±0.04% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Reference_Voltage,MAX6070AAUT30+T,MAX6070AAUT30+T,"Low-Noise, High-Precision Series Voltage Reference, 3V, ±0.04% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Reference_Voltage,MAX6070AAUT25+T,MAX6070AAUT25+T,"Low-Noise, High-Precision Series Voltage Reference, 2.5V, ±0.04% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Reference_Voltage,MAX6070AAUT21+T,MAX6070AAUT21+T,"Low-Noise, High-Precision Series Voltage Reference, 2.048V, ±0.04% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6070-MAX6071.pdf
Interface_CAN_LIN,TCAN4550RGY,TCAN4550RGY,"CAN-FD controller with integrated transceiver, 5Mbps, 3.3V to 5V supply, SPI interface, VQFN-20",Package_DFN_QFN:Texas_RGY_R-PVQFN-N20_EP2.05x3.05mm,https://www.ti.com/lit/ds/symlink/tcan4550.pdf
Interface_CAN_LIN,TCAN1043xDxQ1,TCAN1043xDxQ1,"High-speed CAN-FD Transceiver with Sleep Mode, SOIC-14",Package_SO:SOIC-14_3.9x8.7mm_P1.27mm,http://www.ti.com/lit/ds/symlink/tcan1043-q1.pdf
Oscillator,JTOS-25,JTOS-25,"Voltage Controlled Oscillator, 12.5 to 25 MHz, Mini-Circuits BK377",RF_Mini-Circuits:Mini-Circuits_BK377_LandPatternPL-005,https://www.minicircuits.com/pdfs/JTOS-25+.pdf
Oscillator,JTOS-50,JTOS-50,"Voltage Controlled Oscillator, 25 to 47 MHz, Mini-Circuits BK377",RF_Mini-Circuits:Mini-Circuits_BK377_LandPatternPL-005,https://www.minicircuits.com/pdfs/JTOS-50+.pdf
Interface_Expansion,TCA9555RGER,TCA9555RGER,"16-bit I/O expander, I2C and SMBus interface, interrupts, w/ pull-ups, QFN-24",Package_DFN_QFN:VQFN-24-1EP_4x4mm_P0.5mm_EP2.45x2.45mm,http://www.ti.com/lit/ds/symlink/tca9555.pdf
Interface_Expansion,TCA9535RGER,TCA9535RGER,"16-bit I/O expander, I2C and SMBus interface, interrupts, w/o pull-ups, QFN-24",Package_DFN_QFN:VQFN-24-1EP_4x4mm_P0.5mm_EP2.45x2.45mm,http://www.ti.com/lit/ds/symlink/tca9535.pdf
Interface_Expansion,TCA9535MRGER,TCA9535MRGER,"16-bit I/O expander, I2C and SMBus interface, interrupts, w/o pull-ups, QFN-24",Package_DFN_QFN:VQFN-24-1EP_4x4mm_P0.5mm_EP2.45x2.45mm,http://www.ti.com/lit/ds/symlink/tca9535.pdf
Regulator_Linear,TC1185-xCT,TC1185-xCT,"150 mA CMOS LDOs with Shutdown and Reference Bypass, SOT-23-5",Package_TO_SOT_SMD:SOT-23-5,https://ww1.microchip.com/downloads/aemDocuments/documents/APID/ProductDocuments/DataSheets/21335e.pdf
Sensor_Temperature,TC1047AxNB,TC1047AxNB,"Precision Temperature-to-Voltage Converter, 10mV/ºC, -40ºC to +125ºC, ±2.0ºC (max), 2.5V to 5.5V, SOT-23",Package_TO_SOT_SMD:SOT-23,http://ww1.microchip.com/downloads/en/DeviceDoc/21498D.pdf
Reference_Voltage,MAX6001,MAX6001,"1.250V series voltage reference, ±1% accuracy,  100ppm/°C temperature coefficient, SOT-23",Package_TO_SOT_SMD:SOT-23,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6001-MAX6005.pdf
Reference_Voltage,MAX6002,MAX6002,"2.5V series voltage reference, ±1% accuracy,  100ppm/°C temperature coefficient, SOT-23",Package_TO_SOT_SMD:SOT-23,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6001-MAX6005.pdf
Reference_Voltage,MAX6003,MAX6003,"3.0V series voltage reference, ±1% accuracy,  100ppm/°C temperature coefficient, SOT-23",Package_TO_SOT_SMD:SOT-23,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6001-MAX6005.pdf
Reference_Voltage,MAX6004,MAX6004,"4.096V series voltage reference, ±1% accuracy,  100ppm/°C temperature coefficient, SOT-23",Package_TO_SOT_SMD:SOT-23,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6001-MAX6005.pdf
Reference_Voltage,MAX6005,MAX6005,"5.0V series voltage reference, ±1% accuracy,  100ppm/°C temperature coefficient, SOT-23",Package_TO_SOT_SMD:SOT-23,https://www.analog.com/media/en/technical-documentation/data-sheets/MAX6001-MAX6005.pdf
Reference_Voltage,MAX6035xSA25,MAX6035xSA25,"2.5V, High-Supply-Voltage, Precision Voltage Reference, SOIC-8",Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,https://datasheets.maximintegrated.com/en/ds/MAX6035.pdf
Reference_Voltage,MAX6035xxUR25,MAX6035xxUR25,"2.5V, High-Supply-Voltage, Precision Voltage Reference, SOT-23",Package_TO_SOT_SMD:SOT-23,https://datasheets.maximintegrated.com/en/ds/MAX6035.pdf
Reference_Voltage,MAX6035xxUR30,MAX6035xxUR30,"3V, High-Supply-Voltage, Precision Voltage Reference, SOT-23",Package_TO_SOT_SMD:SOT-23,https://datasheets.maximintegrated.com/en/ds/MAX6035.pdf
Reference_Voltage,MAX6035xxUR50,MAX6035xxUR50,"5V, High-Supply-Voltage, Precision Voltage Reference, SOT-23",Package_TO_SOT_SMD:SOT-23,https://datasheets.maximintegrated.com/en/ds/MAX6035.pdf
Reference_Voltage,MAX6070AAUT12+T,MAX6070AAUT12+T,"Low-Noise, High-Precision Series Voltage Reference, 1.25V, ±0.04% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/max6070-max6071.pdf
Sensor_Current,CQ-206A,CQ-206A,"High-Speed Small-Sized Current Sensor, Bidirectional, -46A to +46A, 45mV/A, CQ-7",Sensor_Current:AKM_CQ_7,http://www.akm.com/akm/en/file/datasheet/CQ-206A.pdf
Reference_Voltage,MAX6070AAUT18V+T,MAX6070AAUT18V+T,"Low-Noise, High-Precision Series Voltage Reference, 1.8V, ±0.04% initial accuracy, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.analog.com/media/en/technical-documentation/data-sheets/max6070-max6071.pdf
Driver_Motor,MAX22201,MAX22201,"36V, 3.5A Brushed Motor Driver with Integrated Current Sense and Configurable Off Time, 12-TDFN",Package_DFN_QFN:Maxim_TDFN-12-1EP_3x3mm_P0.5mm_EP1.7x2.5mm_ThermalVias,https://www.analog.com/media/en/technical-documentation/data-sheets/max22201-max22207.pdf
Reference_Voltage,LM4132xMF-3.3,LM4132xMF-3.3,"Precision Low Dropout Voltage Reference, 3.3V, ±0.05% to ±0.5%, SOT-23-5",Package_TO_SOT_SMD:SOT-23-5,http://www.ti.com/lit/ds/symlink/lm4132.pdf
Sensor_Current,CQ-2063,CQ-2063,"High-Speed Small-Sized Current Sensor, Bidirectional, -35A to +35A, 60mV/A, CQ-7",Sensor_Current:AKM_CQ_7,http://www.akm.com/akm/en/file/datasheet/CQ-2063.pdf
Interface_UART,ISL3282ExRHZ,ISL3282ExRHZ,"RS485, RS422, 20Mbps Transceiver, 3.0V to 5.5V, TDFN-8",Package_DFN_QFN:TDFN-8-1EP_3x2mm_P0.5mm_EP1.80x1.65mm,https://www.renesas.com/us/en/www/doc/datasheet/isl3280e-81e-82e-83e-84e-85e.pdf
Sensor_Temperature,LM20CIM7,LM20CIM7,"Precision Temperature Sensor, Accuracy at 30°C ±4°C to ±5°C Maximum, SC70",Package_TO_SOT_SMD:SOT-353_SC-70-5,http://www.ti.com/lit/ds/symlink/lm20.pdf
RF_Switch,MASW-007221,MASW-007221,"Macom GaAs RF SPDT switch, DC-3GHz, 0.56/12dB loss/isolation, SOT-363",Package_TO_SOT_SMD:SOT-363_SC-70-6,http://cdn.macom.com/datasheets/masw-007221.pdf
Power_Supervisor,TPS3430WDRC,TPS3430WDRC,Window watchdog timer with programmable reset delay,Package_SON:VSON-10-1EP_3x3mm_P0.5mm_EP1.65x2.4mm,https://www.ti.com/lit/gpn/TPS3430
RF_Switch,MASWSS0115,MASWSS0115,"Macom GaAs RF SPDT switch, DC-3GHz, 0.3/22dB loss/isolation, SOT-363",Package_TO_SOT_SMD:SOT-363_SC-70-6,http://cdn.macom.com/datasheets/maswss0115.pdf
RF_Switch,MASWSS0136,MASWSS0136,"Macom GaAs RF SPDT switch, DC-3GHz, 0.4/27dB loss/isolation, SOT-363",Package_TO_SOT_SMD:SOT-363_SC-70-6,https://cdn.macom.com/datasheets/MASWSS0136.pdf
RF_Switch,MASWSS0143,MASWSS0143,"Macom GaAs RF SPDT switch, DC-3GHz, 0.4/16dB loss/isolation, IP 58dB@1GHz, SOT-363",Package_TO_SOT_SMD:SOT-363_SC-70-6,https://cdn.macom.com/datasheets/MASWSS0143.pdf
RF_Switch,MASWSS0151,MASWSS0151,"Macom GaAs RF SPDT switch, DC-3GHz, 0.65/21dB loss/isolation, SOT-363",Package_TO_SOT_SMD:SOT-363_SC-70-6,https://cdn.macom.com/datasheets/MASWSS0151.pdf
RF_Switch,MASWSS0166,MASWSS0166,"Macom GaAs RF SPDT switch, DC-3GHz, 0.3/12dB loss/isolation, SOT-363",Package_TO_SOT_SMD:SOT-363_SC-70-6,https://cdn.macom.com/datasheets/MASWSS0166.pdf
RF_Switch,MASWSS0176,MASWSS0176,"Macom GaAs RF SPDT switch, DC-3GHz, 0.35/21dB loss/isolation, SOT-363",Package_TO_SOT_SMD:SOT-363_SC-70-6,https://cdn.macom.com/datasheets/MASWSS0176.pdf
Sensor_Temperature,LM20BIM7,LM20BIM7,"Precision Temperature Sensor, Accuracy at 30°C ±1.5°C to ±4°C Maximum, SC70",Package_TO_SOT_SMD:SOT-353_SC-70-5,http://www.ti.com/lit/ds/symlink/lm20.pdf
RF_Switch,MASWSS0179,MASWSS0179,"Macom GaAs RF SPDT switch, DC-2GHz, 0.6/22dB loss/isolation, SOT-26 (SOT-23-6)",Package_TO_SOT_SMD:SOT-23-6,https://cdn.macom.com/datasheets/MASWSS0179.pdf
Reference_Voltage,ISL21070CIH320Z-TK,ISL21070CIH320Z-TK,"2.0V 25μA Micropower Voltage Reference, SOT-23",Package_TO_SOT_SMD:SOT-23,http://www.intersil.com/content/dam/Intersil/documents/fn75/fn7599.pdf
Display_Character,MAN3630A,MAN3630A,Overflow 7 segment orange LED common anode,Display_7Segment:MAN3630A,https://www.digchip.com/datasheets/parts/datasheet/161/MAN3640A-pdf.php
RF_Switch,MASWSS0192,MASWSS0192,"Macom GaAs RF SPDT switch, DC-3GHz, 0.33/13.5dB loss/isolation, SOT-363",Package_TO_SOT_SMD:SOT-363_SC-70-6,https://cdn.macom.com/datasheets/MASWSS0192.pdf
Reference_Voltage,ISL21070DIH306Z-TK,ISL21070DIH306Z-TK,"0.6V 25μA Micropower Voltage Reference, SOT-23",Package_TO_SOT_SMD:SOT-23,http://www.intersil.com/content/dam/Intersil/documents/fn75/fn7599.pdf
Sensor_Optical,ISL29035,ISL29035,"ambient light sensor, i2c interface, 2.25-3.63V, DFN-6",OptoDevice:Renesas_DFN-6_1.5x1.6mm_P0.5mm,https://www.renesas.com/us/en/document/dst/isl29035-datasheet
Interface_UART,ISL3172E,ISL3172E,"250kbps, 3.3V RS-485 transceiver, ±15-kV IEC ESD protection, -7V..+12V common mode voltage, slew-rate limit, SO-8",Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,https://www.renesas.com/en/document/dst/isl3170e-isl3171e-isl3172e-isl3173e-isl3174e-isl3175e-isl3176e-isl3177e-isl3178e-datasheet
Interface_UART,ISL3175E,ISL3175E,"500kbps, 3.3V RS-485 transceiver, ±15-kV IEC ESD protection, -7V..+12V common mode voltage, slew-rate limit, SO-8",Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,https://www.renesas.com/en/document/dst/isl3170e-isl3171e-isl3172e-isl3173e-isl3174e-isl3175e-isl3176e-isl3177e-isl3178e-datasheet
Interface_UART,ISL3178E,ISL3178E,"20Mbps, 3.3V RS-485 transceiver, ±15-kV IEC ESD protection, -7V..+12V common mode voltage, SO-8",Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,https://www.renesas.com/en/document/dst/isl3170e-isl3171e-isl3172e-isl3173e-isl3174e-isl3175e-isl3176e-isl3177e-isl3178e-datasheet
Interface_UART,ISL3280ExHZ,ISL3280ExHZ,"RS485, RS422, 20Mbps Transceiver, 3.0V to 5.5V, SOT-23-5",Package_TO_SOT_SMD:SOT-23-5,https://www.renesas.com/us/en/www/doc/datasheet/isl3280e-81e-82e-83e-84e-85e.pdf
Interface_UART,ISL3281ExHZ,ISL3281ExHZ,"RS485, RS422, 20Mbps Transceiver, 3.0V to 5.5V, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.renesas.com/us/en/www/doc/datasheet/isl3280e-81e-82e-83e-84e-85e.pdf
Interface_UART,ISL3283ExHZ,ISL3283ExHZ,"RS485, RS422, 20Mbps Transceiver, 3.0V to 5.5V, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.renesas.com/us/en/www/doc/datasheet/isl3280e-81e-82e-83e-84e-85e.pdf
Interface_UART,ISL3284ExHZ,ISL3284ExHZ,"RS485, RS422, 20Mbps Transceiver, 3.0V to 5.5V, SOT-23-6",Package_TO_SOT_SMD:SOT-23-6,https://www.renesas.com/us/en/www/doc/datasheet/isl3280e-81e-82e-83e-84e-85e.pdf
Interface_UART,ISL3295xxH,ISL3295xxH,"RS485, RS422, 20Mbps Transceiver, 3.0V to 7V, Low-Power, SOT-23",Package_TO_SOT_SMD:SOT-23-6,https://www.renesas.com/sg/en/www/doc/datasheet/isl3295e-98e.pdf
Oscillator,CVCO55xx,CVCO55xx,"Voltage Controlled Oscillator, Crystek, 0.50\",RF_Mini-Circuits:Mini-Circuits_CK605_LandPatternPL-012,https://www.crystek.com/home/vco/cvco55.aspx
Sensor_Touch,CY8CMBR3110,CY8CMBR3110,"CapSense Controller, 10 Sensors, SOIC-16",Package_SO:SOIC-16_3.9x9.9mm_P1.27mm,http://www.cypress.com/?docID=49119
Sensor_Touch,CY8CMBR3108,CY8CMBR3108,"CapSense Controller, 8 Sensors, QFN-16+EP",Package_DFN_QFN:QFN-16-1EP_3x3mm_P0.5mm_EP1.8x1.8mm,http://www.cypress.com/?docID=49119
Sensor_Touch,CY8CMBR3106S,CY8CMBR3106S,"CapSense Controller, 16 Sensors w/ Slider, QFN-24+EP",Package_DFN_QFN:QFN-24-1EP_4x4mm_P0.5mm_EP2.6x2.6mm,http://www.cypress.com/?docID=49119
Sensor_Touch,CY8CMBR3102,CY8CMBR3102,"CapSense Controller, 2 Sensors, SOIC-8",Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,http://www.cypress.com/?docID=49119
Sensor_Touch,CY8CMBR3002,CY8CMBR3002,"CapSense Controller, 2 Sensors, SOIC-8",Package_SO:SOIC-8_3.9x4.9mm_P1.27mm,http://www.cypress.com/?docID=49119
Sensor_Optical,LTR-303ALS-01,LTR-303ALS-01,"ambient light sensor, i2c interface, 0.01 to 64k lux, 2.4-3.6V",OptoDevice:Lite-On_LTR-303ALS-01,https://optoelectronics.liteon.com/upload/download/DS86-2013-0004/LTR-303ALS-01_DS_V1.pdf
Sensor_Gas,LuminOX_LOX-O2,LuminOX_LOX-O2,SST LuminOX Luminescence-based O2 sensor,Sensor:LuminOX_LOX-O2,https://sstsensing.com/wp-content/uploads/2021/08/DS0030rev15_LuminOx.pdf
Memory_EEPROM,M95512-Axxx-MF,M95512-Axxx-MF,"Automotive 512-Kbit serial SPI bus EEPROMs with high-speed clock, DFN-8",Package_DFN_QFN:WFDFPN-8-1EP_3x2mm_P0.5mm_EP1.25x1.35mm,https://www.st.com/resource/en/datasheet/m95512-a125.pdf
Sensor_Magnetic,MA730,MA730,"Magnetic rotary angle sensor, 14-bit, SPI interface, ABZ, PWM, QFN-16",Package_DFN_QFN:QFN-16-1EP_3x3mm_P0.5mm_EP1.75x1.75mm,https://www.monolithicpower.com/pub/media/document/m/a/ma730_r1.01.pdf
Transformer,CST2_Split,CST2_Split,"Coilcraft Current Sense Transformer, SMD, 20A, 1:20 to 1:125",Transformer_SMD:Transformer_Coilcraft_CST2,https://www.coilcraft.com/pdfs/cst.pdf
Transformer,CST2010_Split,CST2010_Split,"Coilcraft Current Sense Transformer, SMD, 40A, 1:20 to 1:200",Transformer_SMD:Transformer_Coilcraft_CST2010,https://www.coilcraft.com/pdfs/cst2010.pdf
Transformer,CST2010,CST2010,"Coilcraft Current Sense Transformer, SMD, 40A, 1:20 to 1:200",Transformer_SMD:Transformer_Coilcraft_CST2010,https://www.coilcraft.com/pdfs/cst2010.pdf
Transformer,CST2,CST2,"Coilcraft Current Sense Transformer, SMD, 20A, 1:20 to 1:125",Transformer_SMD:Transformer_Coilcraft_CST2,https://www.coilcraft.com/pdfs/cst.pdf
Transformer,CST1_Split,CST1_Split,"Coilcraft Current Sense Transformer, SMD, 20A, 1:20 to 1:125",Transformer_SMD:Transformer_Coilcraft_CST1,https://www.coilcraft.com/pdfs/cst.pdf
Transformer,CST1,CST1,"Coilcraft Current Sense Transformer, SMD, 20A, 1:20 to 1:125",Transformer_SMD:Transformer_Coilcraft_CST1,https://www.coilcraft.com/pdfs/cst.pdf
Sensor_Current,CSLW6B5,CSLW6B5,"Miniature Wired Open-Loop Current Sensors, 5A",Sensor_Current:Honeywell_CSLW,https://sensing.honeywell.com/honeywell-sensing-cslw-series-product-sheet-005861-1-en.pdf
Sensor_Current,CSLW6B40M,CSLW6B40M,"Miniature Wired Open-Loop Current Sensors, 40mA",Sensor_Current:Honeywell_CSLW,https://sensing.honeywell.com/honeywell-sensing-cslw-series-product-sheet-005861-1-en.pdf
Sensor_Current,CSLW6B200M,CSLW6B200M,"Miniature Wired Open-Loop Current Sensors, 200mA",Sensor_Current:Honeywell_CSLW,https://sensing.honeywell.com/honeywell-sensing-cslw-series-product-sheet-005861-1-en.pdf
Sensor_Current,CSLW6B1,CSLW6B1,"Miniature Wired Open-Loop Current Sensors, 1A",Sensor_Current:Honeywell_CSLW,https://sensing.honeywell.com/honeywell-sensing-cslw-series-product-sheet-005861-1-en.pdf
Audio,TDA1022,TDA1022,"BUCKET BRIGADE DELAY LINE FOR ANALOGUE SIGNALS, 512 stages, delay time 0.512ms to 51.2ms, signal frequency range 0 to 45KHz, clock frequency range 5KHz to 500KHz, DIP-16",Package_DIP:DIP-16_W7.62mm,http://thmq.mysteria.cz/em1022/TDA1022.pdf
Sensor_Current,CQ-2064,CQ-2064,"High-Speed Small-Sized Current Sensor, Bidirectional, -54A to +54A, 40mV/A, CQ-7",Sensor_Current:AKM_CQ_7,http://www.akm.com/akm/en/file/datasheet/CQ-2064.pdf
Sensor_Current,CQ-2336,CQ-2336,"High-Speed Small Current Sensor, Bidirectional, -170A to +170A, 12mV/A, CQ-7",Sensor_Current:AKM_CQ_7,http://www.akm.com/akm/en/file/datasheet/CQ-2335.pdf
Sensor_Current,CQ-3302,CQ-3302,"High-Speed Response Coreless Current Sensor, Bidirectional, -21.0A to +21.0A, 100mV/A, VSOP-24",Sensor_Current:AKM_CQ_VSOP-24_5.6x7.9mm_P0.65mm,http://www.akm.com/akm/en/file/datasheet/CQ-3302.pdf
Sensor_Current,CQ-3301,CQ-3301,"High-Speed Response Coreless Current Sensor, Bidirectional, -10.7A to +10.7A, 195mV/A, VSOP-24",Sensor_Current:AKM_CQ_VSOP-24_5.6x7.9mm_P0.65mm,http://www.akm.com/akm/en/file/datasheet/CQ-3301.pdf
Sensor_Current,CQ-3300,CQ-3300,"High-Speed Response Coreless Current Sensor, Bidirectional, -6.4A to +6.4A, 325mV/A, VSOP-24",Sensor_Current:AKM_CQ_VSOP-24_5.6x7.9mm_P0.65mm,http://www.akm.com/akm/en/file/datasheet/CQ-3300.pdf
